num,Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
1161,2022,Ben DeLuzio,STL,22,20,25,3,2,1,0,0,3,0,3,0,5,1,0,1,0,0,1,0.15
1162,2022,Michael Pérez,2 Tms,45,121,132,18,12,0,0,6,10,14,10,0,32,0,0,1,2,1,0,0.149
1163,2022,Phil Gosselin,2 Tms,34,74,77,11,10,0,1,0,6,2,2,0,24,1,0,0,1,0,0,0.149
1164,2022,Mike Zunino,TBR,36,115,123,17,9,3,0,5,7,16,6,0,46,1,1,0,2,0,0,0.148
1165,2022,Matt Davidson,2 Tms,13,34,37,5,3,0,0,2,3,3,3,0,13,0,0,0,0,0,1,0.147
1166,2023,Sandy León,TEX,22,41,44,6,4,2,0,0,4,4,1,0,20,1,0,1,2,0,0,0.146
1167,2023,Austin Nola,SDP,52,130,154,19,15,3,0,1,9,8,18,0,31,2,0,4,5,0,0,0.146
1168,2023,Jorge Alfaro,2 Tms,18,48,52,7,2,4,0,1,2,4,2,0,15,2,0,0,3,0,0,0.146
1169,2022,Kody Clemens,DET,57,117,127,17,8,4,0,5,13,17,8,0,33,0,2,0,1,1,0,0.145
1170,2023,David Villar,SFG,46,124,140,18,7,6,0,5,15,12,11,0,45,4,1,0,1,1,1,0.145
1171,2022,Brett Phillips,2 Tms,83,201,225,29,18,6,0,5,22,15,16,0,94,3,1,4,0,7,0,0.144
1172,2022,Manny Piña,ATL,5,14,17,2,2,0,0,0,1,2,1,0,1,1,1,0,0,0,0,0.143
1173,2022,Gosuke Katoh,TOR,8,7,11,1,0,1,0,0,2,0,3,0,1,0,0,1,0,0,0,0.143
1174,2022,Mark Payton,CHW,8,21,25,3,3,0,0,0,3,1,4,0,4,0,0,0,0,0,0,0.143
1175,2022,Chad Wallach,LAA,12,35,40,5,3,1,0,1,3,4,4,0,9,0,0,1,1,0,0,0.143
1176,2022,Kelvin Gutiérrez,BAL,12,28,33,4,3,1,0,0,2,3,4,0,8,0,0,0,1,1,0,0.143
1177,2022,Jermaine Palacios,MIN,30,70,77,10,8,0,0,2,8,6,4,0,27,0,2,1,2,0,0,0.143
1178,2022,Kyle Lewis,SEA,18,56,62,8,5,0,0,3,6,5,5,0,19,1,0,0,2,0,0,0.143
1179,2022,Rylan Bannon,2 Tms,5,14,15,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.143
1180,2022,Michael Papierski,2 Tms,39,91,103,13,11,1,0,1,7,4,10,0,26,0,0,2,4,0,0,0.143
1181,2022,Payton Henry,MIA,15,28,35,4,4,0,0,0,2,4,5,0,8,2,0,0,0,0,0,0.143
1182,2022,Jarred Kelenic,SEA,54,163,181,23,10,5,1,7,20,17,16,0,61,1,1,0,3,5,2,0.141
1183,2022,Adalberto Mondesi,KCR,15,50,54,7,7,0,0,0,3,3,4,0,20,0,0,0,2,5,0,0.14
1184,2022,David MacKinnon,2 Tms,22,50,57,7,7,0,0,0,2,6,6,0,17,0,1,0,2,0,0,0.14
1185,2022,Nick Plummer,NYM,14,29,31,4,1,1,0,2,4,6,1,0,12,1,0,0,1,0,0,0.138
1186,2022,Ryan Aguilar,LAA,7,22,26,3,2,1,0,0,2,2,2,0,14,1,1,0,0,0,0,0.136
1187,2023,Yonny Hernández,LAD,14,22,27,3,2,1,0,0,5,4,2,0,8,1,1,1,0,0,0,0.136
1188,2022,Chuckie Robinson,CIN,25,59,60,8,4,2,0,2,3,5,0,0,17,0,0,1,5,0,0,0.136
1189,2023,Jonathan Araúz,NYM,27,59,66,8,5,0,0,3,3,9,5,0,18,0,0,2,1,0,0,0.136
1190,2022,Willie Calhoun,2 Tms,22,52,62,7,3,3,0,1,7,3,9,0,8,1,0,0,2,0,0,0.135
1191,2023,Roberto Pérez,SFG,5,15,17,2,2,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0.133
1192,2023,Jackie Bradley Jr.,KCR,43,105,113,14,8,5,0,1,10,6,5,0,29,2,0,1,3,0,0,0.133
1193,2022,Jonathan Araúz,2 Tms,15,38,41,5,4,0,0,1,3,5,1,0,12,0,1,1,0,0,0,0.132
1194,2023,Brian Serven,COL,11,23,23,3,2,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0.13
1195,2023,Taylor Trammell,SEA,22,46,56,6,3,0,0,3,7,11,9,0,22,1,0,0,2,0,1,0.13
1196,2023,Jordan Lawlar,ARI,14,31,34,4,4,0,0,0,2,0,2,0,11,1,0,0,0,1,1,0.129
1197,2022,Andrew Knapp,3 Tms,16,39,46,5,4,1,0,0,4,4,5,0,12,1,1,0,0,0,0,0.128
1198,2023,Jordyn Adams,LAA,17,39,40,5,5,0,0,0,1,1,0,0,16,0,1,0,0,1,2,0.128
1199,2023,Cam Gallagher,CLE,56,143,149,18,12,6,0,0,6,7,4,0,46,1,1,0,3,0,0,0.126
1200,2022,Justin Upton,SEA,17,48,57,6,4,1,0,1,2,3,6,0,23,3,0,0,1,0,0,0.125
1201,2022,Jason Krizan,SFG,3,8,10,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.125
1202,2022,Jose Rojas,LAA,22,56,57,7,5,2,0,0,1,1,0,0,19,1,0,0,1,0,0,0.125
1203,2022,Brent Rooker,2 Tms,16,32,36,4,3,1,0,0,1,2,3,0,11,1,0,0,2,0,0,0.125
1204,2023,Tomás Nido,NYM,22,56,61,7,7,0,0,0,5,1,2,0,18,0,1,2,2,0,0,0.125
1205,2023,Chadwick Tromp,ATL,6,16,16,2,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0.125
1206,2023,Jared Walsh,LAA,39,104,116,13,5,4,0,4,10,11,11,0,45,1,0,0,1,0,0,0.125
1207,2023,Canaan Smith-Njigba,PIT,15,32,37,4,2,1,1,0,3,5,4,0,16,0,1,0,1,1,0,0.125
1208,2022,Bradley Zimmer,2 Tms,109,105,117,13,6,5,0,2,18,5,5,0,45,6,0,1,0,3,2,0.124
1209,2022,Alex Dickerson,ATL,13,33,36,4,3,0,0,1,3,2,3,0,9,0,0,0,3,0,0,0.121
1210,2022,Dom Nuñez,COL,14,33,41,4,3,1,0,0,3,2,6,0,10,0,2,0,0,0,0,0.121
1211,2022,Kevin Padlo,3 Tms,13,33,34,4,3,1,0,0,0,3,1,0,10,0,0,0,2,0,0,0.121
1212,2023,David Hamilton,BOS,15,33,39,4,2,2,0,0,2,0,6,0,10,0,0,0,1,2,1,0.121
1213,2022,Mark Contreras,MIN,28,58,61,7,3,1,0,3,9,6,1,0,21,1,1,0,2,1,0,0.121
1214,2023,David Hensley,HOU,30,84,94,10,8,1,0,1,12,3,10,0,35,0,0,0,0,1,0,0.119
1215,2022,Bobby Bradley,CLE,8,17,17,2,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0.118
1216,2023,Ben Rortvedt,NYY,32,68,79,8,5,1,0,2,6,4,11,0,19,0,0,0,1,0,0,0.118
1217,2022,Niko Goodrum,HOU,15,43,45,5,3,2,0,0,2,1,2,0,23,0,0,0,0,1,0,0.116
1218,2022,Jason Castro,HOU,34,78,88,9,6,2,0,1,6,3,8,0,40,1,1,0,1,1,0,0.115
1219,2022,Anthony Bemboom,BAL,22,52,59,6,3,2,0,1,4,1,6,0,17,0,0,1,1,0,0,0.115
1220,2022,Michael Hermosillo,CHC,31,61,73,7,5,2,0,0,7,4,7,0,27,4,0,1,0,1,0,0.115
1221,2023,Colton Cowser,BAL,26,61,77,7,5,2,0,0,15,4,13,0,22,2,1,0,1,1,0,0.115
1222,2022,Lenyn Sosa,CHW,11,35,36,4,2,1,0,1,3,1,1,0,12,0,0,0,2,0,0,0.114
1223,2022,Bryce Johnson,SFG,11,18,19,2,2,0,0,0,1,2,1,0,7,0,0,0,0,0,0,0.111
1224,2022,Iván Herrera,STL,11,18,22,2,2,0,0,0,0,1,2,0,8,0,1,1,0,0,0,0.111
1225,2022,Ford Proctor,SFG,7,18,22,2,1,0,0,1,3,6,2,0,3,0,2,0,0,0,0,0.111
1226,2023,César Salazar,HOU,13,18,19,2,2,0,0,0,1,0,1,0,6,0,0,0,1,0,0,0.111
1227,2023,Ryan Kreidler,DET,11,18,18,2,2,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0.111
1228,2022,Yolmer Sánchez,2 Tms,17,37,44,4,4,0,0,0,1,2,5,0,13,0,0,2,0,0,2,0.108
1229,2022,Chris Owings,BAL,27,56,68,6,4,2,0,0,6,0,10,0,24,1,0,1,3,1,0,0.107
1230,2022,Matthew Batten,SDP,15,19,22,2,1,1,0,0,0,1,2,0,6,1,0,0,0,0,0,0.105
1231,2023,Brian O'Keefe,SEA,8,19,21,2,0,2,0,0,0,2,2,0,7,0,0,0,2,0,0,0.105
1232,2022,Heliot Ramos,SFG,9,20,22,2,2,0,0,0,4,0,2,0,6,0,0,0,1,0,0,0.1
1233,2023,Juniel Querecuto,STL,9,20,21,2,1,1,0,0,2,0,1,0,6,0,0,0,0,0,0,0.1
1234,2023,Kyren Paris,LAA,15,40,46,4,4,0,0,0,4,1,4,0,17,1,0,1,0,3,0,0.1
1235,2022,Estevan Florial,NYY,17,31,35,3,3,0,0,0,4,1,3,0,13,1,0,0,0,2,0,0.097
1236,2022,Billy McKinney,OAK,23,52,57,5,3,1,0,1,3,4,4,1,16,0,1,0,0,0,0,0.096
1237,2022,Matt Beaty,SDP,20,43,47,4,2,1,1,0,6,1,2,0,8,2,0,0,3,0,0,0.093
1238,2022,Dillon Thomas,LAA,8,11,14,1,1,0,0,0,1,0,2,0,6,1,0,0,0,0,0,0.091
1239,2023,Cooper Hummel,SEA,10,23,26,2,1,1,0,0,2,0,2,0,9,1,0,0,1,1,0,0.087
1240,2022,Miguel Sanó,MIN,20,60,71,5,4,0,0,1,1,3,9,0,25,1,1,0,0,1,0,0.083
1241,2022,Kevin Pillar,LAD,4,12,13,1,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,0.083
1242,2022,Yonny Hernández,ARI,12,24,28,2,2,0,0,0,2,0,2,0,4,0,0,2,0,2,0,0.083
1243,2022,Bryan Lavastida,CLE,6,12,15,1,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0.083
1244,2022,Tim Beckham,MIN,12,25,25,2,2,0,0,0,1,1,0,0,9,0,0,0,2,0,0,0.08
1245,2022,Lucius Fox,WSN,10,25,28,2,2,0,0,0,2,2,1,0,9,0,0,2,1,1,0,0.08
1246,2022,Israel Pineda,WSN,4,13,14,1,1,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0.077
1247,2023,Korey Lee,CHW,24,65,70,5,3,1,0,1,4,3,5,0,20,0,0,0,0,0,0,0.077
1248,2023,Nate Eaton,KCR,28,53,56,4,4,0,0,0,2,1,2,0,21,1,0,0,0,3,0,0.075
1249,2022,Austin Allen,OAK,5,14,16,1,1,0,0,0,1,0,1,0,9,1,0,0,1,0,0,0.071
1250,2022,Steele Walker,TEX,5,14,16,1,0,0,0,1,1,1,2,0,4,0,0,0,0,0,0,0.071
1251,2023,Edwin Ríos,CHC,18,28,34,2,0,1,0,1,3,2,5,0,16,1,0,0,0,0,0,0.071
1252,2023,Eli White,ATL,6,14,17,1,1,0,0,0,1,0,2,0,7,1,0,0,0,0,0,0.071
1253,2023,Abraham Almonte,NYM,8,15,16,1,0,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0.067
1254,2023,Kyle Stowers,BAL,14,30,33,2,2,0,0,0,1,0,3,0,12,0,0,0,1,0,0,0.067
1255,2022,Caleb Hamilton,MIN,22,18,23,1,0,0,0,1,5,1,4,0,14,0,0,1,0,0,0,0.056
1256,2023,Luke Williams,2 Tms,11,19,19,1,1,0,0,0,1,0,0,0,7,0,0,0,0,4,0,0.053
1257,2022,Billy Hamilton,2 Tms,37,20,23,1,1,0,0,0,13,0,2,0,12,0,0,1,0,10,1,0.05
1258,2022,José Godoy,2 Tms,10,20,22,1,1,0,0,0,3,1,2,0,9,0,0,0,0,0,0,0.05
1259,2023,Isan Díaz,2 Tms,8,24,26,1,1,0,0,0,0,1,2,0,9,0,0,0,0,0,0,0.042
1260,2022,Travis Shaw,BOS,7,19,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1261,2022,Christian Lopes,OAK,4,9,10,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
1262,2022,Zack Short,DET,6,9,13,0,0,0,0,0,2,2,2,0,5,0,2,0,0,1,0,0
1263,2022,Aaron Whitefield,LAA,5,11,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1264,2023,Ehire Adrianza,ATL,5,10,11,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
1265,2023,Irving Lopez,STL,5,11,12,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0
1266,2023,Cal Stevenson,SFG,6,9,12,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0
1267,2023,Pete Crow-Armstrong,CHC,13,14,19,0,0,0,0,0,3,1,3,0,7,0,0,2,0,2,2,0
