#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
834,2022,Josh Smith,TEX,73,253,2,23,16,4,11.10%,19.80%,0.052,0.244,0.197,0.307,0.249,0.262,,65,0.3,-9.5,1.2,0
835,2022,Jason Krizan,SFG,3,10,0,0,0,0,20.00%,30.00%,0,0.2,0.125,0.3,0.125,0.226,,45,0.2,-0.4,-0.2,0
836,2022,Mike Zunino,TBR,36,123,5,7,16,0,4.90%,37.40%,0.157,0.185,0.148,0.195,0.304,0.219,,42,0,-8,3.7,0
837,2022,Kevin Pillar,LAD,4,13,0,1,0,0,7.70%,30.80%,0.083,0.125,0.083,0.154,0.167,0.15,,-8,-0.3,-1.9,1.1,0
838,2023,Joey Ortiz,BAL,15,34,0,4,4,0,0.00%,26.50%,0.03,0.28,0.212,0.206,0.242,0.192,,17,0.3,-3.1,1.6,0
839,2022,Tyler Freeman,CLE,24,86,0,9,3,1,4.70%,12.80%,0.039,0.284,0.247,0.314,0.286,0.274,,78,0,-2.1,-1,0
840,2022,Wynton Bernard,COL,12,42,0,9,3,3,0.00%,19.00%,0.024,0.353,0.286,0.286,0.31,0.262,,51,0.5,-1.9,0.1,0
841,2023,Jahmai Jones,MIL,7,11,0,2,3,1,9.10%,45.50%,0.1,0.4,0.2,0.273,0.3,0.257,,57,0.2,-0.4,-0.4,0
842,2023,Brendan Rodgers,COL,46,192,4,21,20,0,5.70%,21.40%,0.129,0.316,0.258,0.313,0.388,0.307,,76,-1.5,-7.2,0.3,0
843,2022,Luke Raley,TBR,22,72,1,7,4,0,9.70%,33.30%,0.082,0.297,0.197,0.306,0.279,0.271,,79,0.1,-1.6,-1.1,0
844,2022,Adam Haseley,CHW,14,25,0,4,2,0,12.00%,28.00%,0,0.357,0.238,0.333,0.238,0.27,,73,-0.1,-0.9,-0.3,0
845,2023,Livan Soto,LAA,4,12,0,2,0,0,25.00%,16.70%,0,0.286,0.222,0.417,0.222,0.321,,102,0.1,0.1,-1,0
846,2023,Josh Donaldson,2 Tms,51,189,13,18,26,0,11.60%,26.50%,0.267,0.115,0.152,0.249,0.418,0.284,,78,-2.7,-7.6,0.8,0
847,2023,Keibert Ruiz,WSN,136,562,18,55,67,1,5.50%,10.30%,0.149,0.263,0.26,0.308,0.409,0.31,,93,-7.4,-12.4,-7.2,0
848,2023,Andrew Benintendi,CHW,151,621,5,72,45,13,8.40%,14.30%,0.094,0.301,0.262,0.326,0.356,0.299,,87,2.3,-7.2,-14.4,0
849,2022,Austin Allen,OAK,5,16,0,1,0,0,6.30%,56.30%,0,0.2,0.071,0.188,0.071,0.143,,-11,-0.2,-2.2,1.2,0
850,2022,Ben Gamel,PIT,115,423,9,42,46,5,11.30%,23.20%,0.137,0.291,0.232,0.324,0.369,0.308,,96,1.4,-0.7,-14.1,-0.1
851,2023,Yasmani Grandal,CHW,118,405,8,33,33,0,8.90%,21.20%,0.105,0.284,0.234,0.309,0.339,0.288,,80,-6.1,-16,1.7,-0.1
852,2022,Matt Vierling,PHI,117,357,6,41,32,7,6.40%,19.60%,0.105,0.29,0.246,0.297,0.351,0.285,,81,0.5,-7.3,-5.3,-0.1
853,2022,Jordan Groshans,MIA,17,65,1,9,2,0,6.20%,20.00%,0.049,0.319,0.262,0.308,0.311,0.278,,77,-0.3,-2,-0.7,-0.1
854,2023,Kyle Garlick,MIN,14,30,2,2,4,0,6.70%,36.70%,0.25,0.2,0.179,0.233,0.429,0.28,,77,-0.2,-1.1,-0.5,-0.1
855,2023,Alexander Canario,CHC,6,17,1,1,6,0,0.00%,47.10%,0.353,0.5,0.294,0.294,0.647,0.387,,146,-1.2,-0.3,-0.9,-0.1
856,2022,Spencer Steer,CIN,28,108,2,12,8,0,10.20%,24.10%,0.116,0.269,0.211,0.306,0.326,0.287,,78,0,-2.8,-1.4,-0.1
857,2023,Taylor Trammell,SEA,22,56,3,7,11,0,16.10%,39.30%,0.196,0.143,0.13,0.286,0.326,0.279,,79,-0.1,-1.5,-1,-0.1
858,2023,Jake Cave,PHI,65,203,5,18,21,3,7.40%,27.10%,0.136,0.27,0.212,0.272,0.348,0.271,,66,1.1,-7.4,-0.2,-0.1
859,2023,Roberto Pérez,SFG,5,17,0,0,1,0,11.80%,35.30%,0,0.222,0.133,0.235,0.133,0.186,,13,0.1,-1.8,0.5,-0.1
860,2023,Kole Calhoun,CLE,43,174,6,18,25,0,7.50%,21.30%,0.159,0.241,0.217,0.282,0.376,0.286,,81,0.2,-3.7,-2.9,-0.1
861,2023,Samad Taylor,KCR,31,69,0,11,4,8,10.10%,31.90%,0.067,0.308,0.2,0.279,0.267,0.248,,49,1.8,-2.5,-0.6,-0.1
862,2022,Aramis Garcia,CIN,47,115,1,6,4,0,2.60%,29.60%,0.046,0.301,0.213,0.248,0.259,0.228,,38,-2.2,-10.5,6,-0.1
863,2022,Erik González,MIA,16,41,0,4,3,1,9.80%,29.30%,0.027,0.28,0.189,0.268,0.216,0.227,,42,0.3,-2.5,0.5,-0.1
864,2022,Travis Jankowski,2 Tms,44,64,0,11,2,3,12.50%,15.60%,0,0.2,0.164,0.281,0.164,0.222,,43,0.6,-3.6,0.8,-0.1
865,2023,Juniel Querecuto,STL,9,21,0,2,0,0,4.80%,28.60%,0.05,0.143,0.1,0.143,0.15,0.134,,-22,0.5,-2.7,1.2,-0.1
866,2022,Patrick Mazeika,NYM,24,72,1,4,6,0,2.80%,12.50%,0.103,0.207,0.191,0.214,0.294,0.222,,43,-0.1,-4.9,1.7,-0.1
867,2022,Abraham Almonte,BOS,15,37,1,7,2,1,2.70%,32.40%,0.143,0.364,0.257,0.297,0.4,0.306,,93,0.7,0.4,-2.3,-0.1
868,2022,Mark Contreras,MIN,28,61,3,9,6,1,1.60%,34.40%,0.172,0.114,0.121,0.148,0.293,0.189,,18,0.6,-5.1,2.4,-0.1
869,2023,Darin Ruf,2 Tms,20,57,0,3,3,0,14.00%,28.10%,0.061,0.333,0.224,0.333,0.286,0.287,,79,0.2,-1.3,-1.4,-0.1
870,2022,Zack Short,DET,6,13,0,2,2,1,15.40%,38.50%,0,0,0,0.154,0,0.106,,-43,0.8,-1.3,0.1,-0.1
871,2022,Cody Thomas,OAK,10,32,0,1,0,0,6.30%,37.50%,0,0.444,0.267,0.313,0.267,0.264,,74,0,-1,-0.8,-0.1
872,2022,Clint Frazier,CHC,19,45,0,4,1,1,15.60%,24.40%,0.081,0.308,0.216,0.356,0.297,0.305,,97,0,-0.1,-2.2,-0.1
873,2022,Josh Jung,TEX,26,102,5,9,14,2,3.90%,38.20%,0.214,0.278,0.204,0.235,0.418,0.28,,79,-1.8,-4.2,0.2,-0.1
874,2023,Luis Torrens,2 Tms,18,30,0,1,4,0,3.30%,30.00%,0.107,0.368,0.25,0.3,0.357,0.289,,82,0,-0.7,-1.1,-0.1
875,2023,Luis Urías,2 Tms,52,177,3,18,18,0,11.90%,23.20%,0.104,0.25,0.194,0.337,0.299,0.298,,83,-1.5,-5.2,-1.6,-0.1
876,2022,Bryce Johnson,SFG,11,19,0,1,2,0,5.30%,36.80%,0,0.182,0.111,0.158,0.111,0.129,,-21,0.2,-2.5,1,-0.1
877,2022,Bobby Dalbec,BOS,117,353,12,40,39,3,8.20%,33.40%,0.155,0.293,0.215,0.283,0.369,0.287,,79,1.7,-6.5,-5.6,-0.1
878,2023,Wade Meckler,SFG,20,64,0,6,4,0,9.40%,39.10%,0.018,0.419,0.232,0.328,0.25,0.273,,72,1,-1.2,-1.9,-0.1
879,2022,Bryan Lavastida,CLE,6,15,0,0,0,0,20.00%,26.70%,0,0.125,0.083,0.267,0.083,0.197,,24,-0.1,-1.4,0.1,-0.1
880,2023,Travis Blankenhorn,WSN,10,37,1,2,1,0,16.20%,16.20%,0.097,0.167,0.161,0.297,0.258,0.262,,61,0.1,-1.7,-0.6,-0.1
881,2022,Payton Henry,MIA,15,35,0,2,4,0,14.30%,22.90%,0,0.2,0.143,0.314,0.143,0.241,,51,0.1,-1.9,-0.2,-0.1
882,2022,Chad Pinder,OAK,111,379,12,38,42,2,3.70%,31.10%,0.15,0.313,0.235,0.263,0.385,0.281,,86,-0.2,-6.3,-6.8,-0.1
883,2023,Cal Stevenson,SFG,6,12,0,1,0,0,25.00%,16.70%,0,0,0,0.25,0,0.174,,6,-0.1,-1.5,0.1,-0.1
884,2022,Chad Wallach,LAA,12,40,1,3,4,0,10.00%,22.50%,0.114,0.16,0.143,0.231,0.257,0.224,,39,-0.1,-2.9,0.6,-0.1
885,2023,Nick Gonzales,PIT,35,128,2,12,13,0,4.70%,28.10%,0.139,0.278,0.209,0.268,0.348,0.268,,64,-0.4,-6.2,0.8,-0.1
886,2022,Yairo Muñoz,PHI,29,60,3,7,7,1,5.00%,16.70%,0.193,0.205,0.211,0.25,0.404,0.283,,80,0.4,-1,-2,-0.1
887,2023,Matt Duffy,KCR,79,209,2,17,16,1,5.70%,18.70%,0.073,0.303,0.251,0.306,0.325,0.281,,72,-0.3,-7.4,-0.8,-0.1
888,2022,Brandon Dixon,SDP,5,14,0,1,1,0,0.00%,35.70%,0.071,0.333,0.214,0.214,0.286,0.216,,40,-0.6,-1.6,0.1,-0.1
889,2023,Andrew Velazquez,LAA,54,94,2,12,3,13,10.60%,31.90%,0.111,0.245,0.173,0.264,0.284,0.249,,52,2,-3.5,-0.8,-0.1
890,2022,Matt Duffy,LAA,77,247,2,14,16,0,6.90%,20.20%,0.061,0.313,0.25,0.308,0.311,0.279,,78,-1.8,-7.9,-1,-0.1
891,2022,Manny Piña,ATL,5,17,0,1,2,0,5.90%,5.90%,0,0.143,0.143,0.235,0.143,0.187,,13,0,-1.7,0.1,-0.1
892,2023,Carter Kieboom,WSN,27,94,4,12,11,0,6.40%,28.70%,0.161,0.25,0.207,0.266,0.368,0.277,,70,-0.4,-3.9,-0.4,-0.1
893,2023,Franchy Cordero,NYY,24,71,6,9,13,0,2.80%,35.20%,0.29,0.184,0.188,0.211,0.478,0.286,,81,0,-1.5,-2,-0.1
894,2023,Ben Gamel,SDP,6,15,0,2,2,0,0.00%,13.30%,0.067,0.231,0.2,0.2,0.267,0.201,,25,0.2,-1.2,-0.4,-0.1
895,2022,Billy Hamilton,2 Tms,37,23,0,13,0,10,8.70%,52.20%,0,0.125,0.05,0.136,0.05,0.103,,-43,3,-0.8,-1.1,-0.1
896,2022,Yadiel Hernandez,WSN,94,327,9,30,41,2,5.80%,22.60%,0.141,0.326,0.269,0.312,0.41,0.315,,102,-5.2,-4.5,-7.6,-0.1
897,2023,Nick Allen,OAK,106,329,4,29,20,5,5.20%,15.80%,0.066,0.253,0.221,0.263,0.287,0.245,,55,-0.2,-17.9,5.5,-0.1
898,2023,Yonny Hernández,LAD,14,27,0,5,4,0,7.40%,29.60%,0.045,0.2,0.136,0.231,0.182,0.197,,20,0.4,-2.3,0.2,-0.1
899,2023,Brad Miller,TEX,27,67,1,8,6,0,14.90%,16.40%,0.125,0.244,0.214,0.328,0.339,0.3,,87,-0.1,-1.2,-2.3,-0.1
900,2022,Brett Baty,NYM,11,42,2,4,5,0,4.80%,19.00%,0.158,0.179,0.184,0.244,0.342,0.26,,69,-0.8,-2.3,-0.3,-0.1
901,2022,Dominic Smith,NYM,58,152,0,11,17,0,7.90%,24.30%,0.09,0.263,0.194,0.276,0.284,0.254,,65,1.7,-4.5,-1.9,-0.1
902,2022,Brendon Davis,DET,3,11,0,2,0,1,9.10%,27.30%,0,0.286,0.2,0.273,0.2,0.223,,40,0.2,-0.6,-1,-0.1
903,2022,Matt Thaiss,LAA,29,81,2,9,8,1,13.60%,29.60%,0.101,0.295,0.217,0.321,0.319,0.286,,83,0,-1.5,-2.3,-0.1
904,2022,Jarred Kelenic,SEA,54,181,7,20,17,5,8.80%,33.70%,0.172,0.167,0.141,0.221,0.313,0.238,,55,-0.5,-9.7,2.7,-0.1
905,2022,Nick Plummer,NYM,14,31,2,4,6,0,3.20%,38.70%,0.241,0.133,0.138,0.194,0.379,0.248,,61,0.2,-1.2,-1.1,-0.1
906,2023,Henry Ramos,CIN,23,86,0,9,5,2,12.80%,24.40%,0.068,0.34,0.243,0.349,0.311,0.303,,83,-0.8,-2.6,-1.6,-0.1
907,2022,Ezequiel Tovar,COL,9,35,1,2,2,0,5.70%,25.70%,0.121,0.261,0.212,0.257,0.333,0.261,,50,0.2,-1.9,-0.6,-0.1
908,2022,Jake Lamb,2 Tms,41,111,3,13,6,0,9.90%,34.20%,0.175,0.321,0.216,0.315,0.392,0.314,,105,-2.3,-1.6,-3.4,-0.1
909,2022,Kevin Smith,OAK,47,151,2,9,13,4,4.60%,27.80%,0.122,0.237,0.18,0.216,0.302,0.226,,47,-0.6,-9.6,3.5,-0.1
910,2023,Andrew Knizner,STL,70,241,10,30,31,2,5.00%,25.70%,0.183,0.288,0.241,0.288,0.424,0.306,,92,-1.3,-3.5,-6.1,-0.1
911,2022,Cal Stevenson,OAK,23,71,0,5,1,1,11.30%,32.40%,0.05,0.263,0.167,0.261,0.217,0.224,,46,-0.1,-4.4,0.8,-0.1
912,2022,Alfonso Rivas,CHC,101,287,3,27,25,6,10.10%,30.30%,0.072,0.344,0.235,0.322,0.307,0.285,,83,2,-3.8,-7.2,-0.1
913,2022,Mark Payton,CHW,8,25,0,3,1,0,16.00%,16.00%,0,0.176,0.143,0.28,0.143,0.216,,35,0.4,-1.5,-0.7,-0.1
914,2023,Ryan Kreidler,DET,11,18,0,2,0,0,0.00%,38.90%,0,0.182,0.111,0.111,0.111,0.098,,-51,0.5,-2.8,0.7,-0.1
915,2022,Jeimer Candelario,DET,124,467,13,49,50,0,6.00%,23.30%,0.145,0.257,0.217,0.272,0.361,0.277,,78,-2.7,-14,-2.2,-0.1
916,2022,Iván Herrera,STL,11,22,0,0,1,0,9.10%,36.40%,0,0.182,0.111,0.19,0.111,0.15,,-8,0,-2.8,0.6,-0.1
917,2022,Michael Stefanic,LAA,25,69,0,5,0,0,7.20%,17.40%,0.033,0.245,0.197,0.279,0.23,0.239,,50,0.1,-3.8,0.2,-0.1
918,2023,Eli White,ATL,6,17,0,1,0,0,11.80%,41.20%,0,0.143,0.071,0.235,0.071,0.176,,2,0.1,-2,-0.1,-0.1
919,2022,Tucupita Marcano,PIT,49,177,2,18,13,2,5.60%,24.90%,0.1,0.27,0.206,0.256,0.306,0.249,,56,1,-8.1,0.7,-0.2
920,2022,Miguel Andujar,2 Tms,36,140,1,13,17,4,3.60%,19.30%,0.076,0.28,0.235,0.257,0.311,0.247,,58,1.5,-5.2,-0.8,-0.2
921,2022,Jonah Bride,OAK,58,187,1,17,6,1,10.20%,17.10%,0.043,0.246,0.204,0.301,0.247,0.257,,69,-1.5,-8,0.6,-0.2
922,2022,Diego Castillo,PIT,96,283,11,28,29,1,4.90%,26.50%,0.176,0.239,0.206,0.251,0.382,0.272,,72,-0.4,-9.7,-1.4,-0.2
923,2023,Adam Haseley,CHW,28,39,0,6,2,1,7.70%,20.50%,0.056,0.286,0.222,0.282,0.278,0.253,,55,0,-2.1,-0.8,-0.2
924,2023,Austin Meadows,DET,6,21,0,0,2,0,0.00%,14.30%,0.048,0.278,0.238,0.238,0.286,0.227,,38,-0.1,-1.7,-0.6,-0.2
925,2022,Jerar Encarnación,MIA,23,81,3,7,14,2,3.70%,39.50%,0.156,0.256,0.182,0.21,0.338,0.236,,48,0.4,-4.5,0.3,-0.2
926,2023,Tommy La Stella,SEA,12,24,0,2,2,0,12.50%,20.80%,0.048,0.25,0.19,0.292,0.238,0.249,,58,-0.5,-1.8,-0.6,-0.2
927,2023,Jordan Lawlar,ARI,14,34,0,2,0,1,5.90%,32.40%,0,0.2,0.129,0.206,0.129,0.166,,-4,0,-4.3,1.6,-0.2
928,2023,Taylor Kohlwey,SDP,5,13,0,0,0,0,0.00%,38.50%,0,0.25,0.154,0.154,0.154,0.136,,-19,0.1,-1.8,-0.2,-0.2
929,2022,Steele Walker,TEX,5,16,1,1,1,0,12.50%,25.00%,0.214,0,0.071,0.188,0.286,0.216,,33,0,-1.2,-0.8,-0.2
930,2023,Mike Zunino,CLE,42,140,3,11,11,0,10.70%,43.60%,0.129,0.317,0.177,0.271,0.306,0.261,,64,-1.7,-7.8,1.4,-0.2
931,2023,Osleivis Basabe,TBR,31,94,1,15,12,0,6.40%,26.60%,0.092,0.295,0.218,0.277,0.31,0.262,,67,0.4,-3.3,-1.5,-0.2
932,2022,Miles Mastrobuoni,TBR,8,17,0,1,0,1,5.90%,35.30%,0,0.3,0.188,0.235,0.188,0.196,,26,0.5,-0.9,-1.2,-0.2
933,2022,J.J. Matijevic,HOU,32,71,2,7,5,1,2.80%,35.20%,0.119,0.3,0.209,0.254,0.328,0.258,,66,0.3,-2.4,-1.4,-0.2
934,2022,Bradley Zimmer,2 Tms,109,117,2,18,5,3,4.30%,38.50%,0.105,0.19,0.124,0.207,0.229,0.203,,27,1.3,-8.3,3,-0.2
935,2022,Vimael Machín,OAK,73,253,1,26,13,1,9.90%,18.60%,0.067,0.27,0.22,0.3,0.287,0.268,,76,-1.2,-7.9,-1.8,-0.2
936,2022,Elier Hernandez,TEX,14,35,0,4,3,0,2.90%,42.90%,0.061,0.316,0.182,0.2,0.242,0.193,,17,-0.4,-3.7,1,-0.2
937,2022,Israel Pineda,WSN,4,14,0,1,0,0,7.10%,50.00%,0,0.167,0.077,0.143,0.077,0.112,,-37,0,-2.2,0.2,-0.2
938,2023,Bubba Thompson,TEX,37,60,0,10,4,4,6.70%,26.70%,0.113,0.237,0.17,0.237,0.283,0.23,,38,1.1,-3.4,-0.4,-0.2
939,2023,Trayce Thompson,2 Tms,72,179,6,17,17,2,13.40%,43.00%,0.131,0.271,0.163,0.285,0.294,0.266,,65,0.9,-6.7,-1.1,-0.2
940,2023,Chadwick Tromp,ATL,6,16,0,1,1,0,0.00%,43.80%,0.063,0.222,0.125,0.125,0.188,0.133,,-27,0.1,-2.4,0.2,-0.2
941,2022,Yermín Mercedes,SFG,31,83,1,9,8,0,10.80%,20.50%,0.11,0.291,0.233,0.325,0.342,0.301,,97,0,-0.3,-4.1,-0.2
942,2023,Carlos Pérez,CHW,27,53,1,5,3,0,7.50%,20.80%,0.143,0.243,0.204,0.264,0.347,0.267,,65,-0.4,-2.6,-1,-0.2
943,2022,Caleb Hamilton,MIN,22,23,1,5,1,0,17.40%,60.90%,0.167,0,0.056,0.227,0.222,0.219,,39,0.1,-1.5,-0.9,-0.2
944,2023,Peyton Burdick,MIA,14,37,1,4,2,1,8.10%,48.60%,0.152,0.357,0.182,0.27,0.333,0.269,,65,0.2,-1.4,-1.6,-0.2
945,2022,Joshua Palacios,WSN,29,49,0,8,2,1,2.00%,30.60%,0.043,0.313,0.213,0.245,0.255,0.225,,40,1,-2.5,-0.8,-0.2
946,2023,David Villar,SFG,46,140,5,15,12,1,7.90%,32.10%,0.169,0.173,0.145,0.236,0.315,0.244,,53,0.2,-8,1.5,-0.2
947,2022,Carlos Pérez,CHW,7,18,0,0,2,0,0.00%,11.10%,0.111,0.25,0.222,0.222,0.333,0.238,,50,-0.2,-1.2,-1,-0.2
948,2023,Romy Gonzalez,CHW,44,97,3,11,14,7,2.10%,37.10%,0.183,0.273,0.194,0.208,0.376,0.244,,49,3.1,-2.8,-2.3,-0.2
949,2022,Adam Engel,CHW,119,260,2,32,17,12,4.20%,29.20%,0.086,0.317,0.224,0.269,0.31,0.256,,63,2.1,-8.8,-1.2,-0.2
950,2023,Jared Young,CHC,16,47,2,8,8,2,6.40%,27.70%,0.279,0.214,0.186,0.255,0.465,0.302,,88,0.4,-0.2,-3.1,-0.2
951,2022,Drew Ellis,2 Tms,7,17,0,2,1,0,5.90%,41.20%,0.063,0.333,0.188,0.235,0.25,0.219,,37,0.2,-1,-1.2,-0.2
952,2022,Gabriel Arias,CLE,16,57,1,9,5,1,14.00%,28.10%,0.128,0.267,0.191,0.321,0.319,0.294,,93,0,-0.4,-3.1,-0.2
953,2023,Pete Crow-Armstrong,CHC,13,19,0,3,1,2,15.80%,36.80%,0,0,0,0.176,0,0.123,,-32,-0.4,-3.5,1,-0.2
954,2023,Brett Phillips,LAA,40,71,3,9,6,3,11.30%,50.70%,0.159,0.333,0.175,0.268,0.333,0.268,,65,0.4,-2.6,-1.6,-0.2
955,2023,Brandon Dixon,SDP,33,86,2,10,9,1,1.20%,36.00%,0.127,0.292,0.203,0.244,0.329,0.249,,57,0.2,-4.4,-0.5,-0.2
956,2022,Aaron Whitefield,LAA,5,11,0,0,0,0,0.00%,45.50%,0,0,0,0,0,0,,-100,-0.1,-2.8,0.6,-0.2
957,2023,Brian O'Keefe,SEA,8,21,0,0,2,0,9.50%,33.30%,0.105,0.167,0.105,0.19,0.211,0.185,,13,-0.3,-2.5,-0.1,-0.2
958,2022,Jonathan Aranda,TBR,32,87,2,10,6,0,9.20%,26.40%,0.128,0.245,0.192,0.276,0.321,0.264,,74,0.7,-1.8,-2.8,-0.2
959,2023,Nelson Cruz,SDP,49,152,5,9,23,1,3.90%,30.30%,0.154,0.323,0.245,0.283,0.399,0.291,,85,0.2,-2.6,-4.5,-0.2
960,2023,Bobby Dalbec,BOS,21,53,1,6,1,1,7.50%,52.80%,0.102,0.45,0.204,0.264,0.306,0.254,,51,0.4,-2.7,-1.1,-0.2
961,2022,Andy Ibáñez,TEX,40,128,1,13,9,3,7.00%,16.40%,0.059,0.258,0.218,0.273,0.277,0.249,,56,1.3,-5,-1,-0.2
962,2023,Josh Lester,BAL,11,23,0,0,4,0,4.30%,30.40%,0,0.267,0.182,0.217,0.182,0.184,,11,-0.2,-2.7,-0.1,-0.2
963,2022,Rylan Bannon,2 Tms,5,15,0,0,0,0,0.00%,33.30%,0,0.222,0.143,0.2,0.143,0.166,,2,0.1,-1.6,-0.8,-0.2
964,2022,Christian Lopes,OAK,4,10,0,0,0,0,10.00%,50.00%,0,0,0,0.1,0,0.069,,-64,0.1,-1.7,-0.5,-0.2
965,2023,Johan Camargo,SFG,8,20,0,0,2,0,5.00%,20.00%,0,0.286,0.222,0.3,0.222,0.248,,55,-0.5,-1.7,-1,-0.2
966,2023,Zack Short,DET,112,253,7,17,33,5,11.10%,26.10%,0.136,0.255,0.204,0.292,0.339,0.281,,76,-0.6,-8,-2.6,-0.2
967,2023,Andre Lipcius,DET,13,38,1,3,4,0,7.90%,21.10%,0.114,0.346,0.286,0.342,0.4,0.326,,107,0.3,0.6,-4,-0.2
968,2022,Franchy Cordero,BOS,84,275,8,36,29,4,10.20%,33.50%,0.178,0.313,0.219,0.3,0.397,0.304,,92,2.6,0,-10.7,-0.2
969,2022,Chris Okey,CIN,7,13,0,3,0,0,0.00%,38.50%,0,0.286,0.167,0.231,0.167,0.191,,13,-0.1,-1.4,-1,-0.2
970,2022,José Godoy,2 Tms,10,22,0,3,1,0,9.10%,40.90%,0,0.091,0.05,0.136,0.05,0.103,,-43,0.2,-3.5,0.8,-0.2
971,2022,Steven Souza Jr.,SEA,6,19,0,0,1,0,0.00%,42.10%,0,0.273,0.158,0.158,0.158,0.14,,-14,-0.3,-2.8,0.2,-0.2
972,2023,Lawrence Butler,OAK,42,129,4,10,10,0,3.10%,27.10%,0.13,0.259,0.211,0.24,0.341,0.251,,60,-0.9,-7.1,0.6,-0.2
973,2023,Alan Trejo,COL,83,227,4,24,26,5,7.00%,22.50%,0.111,0.286,0.232,0.288,0.343,0.277,,56,0.5,-11.8,2,-0.2
974,2022,Luis Campusano,SDP,16,50,1,4,5,0,2.00%,22.00%,0.083,0.297,0.25,0.26,0.333,0.257,,68,-0.3,-2.2,-1.5,-0.2
975,2023,Jonathan Schoop,DET,55,151,0,15,7,0,8.60%,24.50%,0.059,0.287,0.213,0.278,0.272,0.249,,53,0.5,-8,0.7,-0.2
976,2023,Mitch Haniger,SFG,61,229,6,27,28,1,6.60%,28.40%,0.156,0.27,0.209,0.266,0.365,0.274,,73,0.5,-7.2,-2.7,-0.2
977,2022,MJ Melendez,KCR,129,534,18,57,62,2,12.40%,24.50%,0.176,0.258,0.217,0.313,0.393,0.31,,98,-0.3,-1.6,-17.4,-0.2
978,2022,Sebastián Rivero,KCR,17,29,0,2,1,0,6.90%,34.50%,0,0.25,0.154,0.214,0.154,0.175,,3,0.3,-2.9,-0.1,-0.2
979,2022,Guillermo Heredia,ATL,74,82,3,12,8,0,7.30%,39.00%,0.184,0.22,0.158,0.22,0.342,0.246,,53,1,-3.5,-1.4,-0.2
980,2023,César Salazar,HOU,13,19,0,1,0,0,5.30%,31.60%,0,0.167,0.111,0.158,0.111,0.13,,-28,-0.1,-3,0.2,-0.2
981,2023,Curt Casali,CIN,40,96,0,8,6,0,11.50%,24.00%,0.025,0.246,0.175,0.29,0.2,0.239,,40,0.3,-6.8,1.4,-0.2
982,2022,Michael Toglia,COL,31,120,2,10,12,1,7.50%,36.70%,0.162,0.338,0.216,0.275,0.378,0.285,,67,0.5,-4.1,-2.1,-0.2
983,2022,Mike Ford,4 Tms,50,149,3,9,10,0,11.40%,26.80%,0.107,0.273,0.206,0.302,0.313,0.28,,81,-0.5,-3.7,-3.1,-0.2
984,2023,Jason Vosler,CIN,20,65,3,6,10,0,4.60%,38.50%,0.21,0.206,0.161,0.2,0.371,0.241,,42,0.8,-3.8,-0.6,-0.2
985,2022,Ryan Aguilar,LAA,7,26,0,2,2,0,7.70%,53.80%,0.045,0.333,0.136,0.231,0.182,0.197,,20,-0.8,-3.2,0.2,-0.2
986,2022,Kody Clemens,DET,57,127,5,13,17,1,6.30%,26.00%,0.162,0.148,0.145,0.197,0.308,0.22,,38,1.1,-7.7,1.5,-0.2
987,2023,José Tena,CLE,18,34,0,2,3,0,8.80%,38.20%,0.065,0.389,0.226,0.294,0.29,0.264,,66,-0.6,-1.9,-1.5,-0.2
988,2022,Akil Baddoo,DET,73,225,2,30,9,9,10.70%,28.40%,0.065,0.289,0.204,0.289,0.269,0.256,,64,2.2,-7,-2.4,-0.2
989,2022,Mark Vientos,NYM,16,41,1,3,3,0,12.20%,29.30%,0.111,0.217,0.167,0.268,0.278,0.252,,63,-0.1,-1.9,-1.7,-0.2
990,2023,Joey Meneses,WSN,154,657,13,71,89,0,5.80%,19.80%,0.126,0.329,0.275,0.321,0.401,0.314,,96,-4.2,-7.8,-16.9,-0.2
991,2023,Ehire Adrianza,ATL,5,11,0,0,0,0,9.10%,36.40%,0,0,0,0.091,0,0.063,,-74,0,-2.4,-0.4,-0.2
992,2022,Randal Grichuk,COL,141,538,19,60,73,4,4.50%,23.60%,0.166,0.309,0.259,0.299,0.425,0.315,,87,-1.2,-9.3,-11.2,-0.2
993,2022,Peyton Burdick,MIA,32,102,4,8,11,1,7.80%,34.30%,0.174,0.283,0.207,0.284,0.38,0.294,,88,0,-1.5,-4.3,-0.2
994,2023,Jonathan Araúz,NYM,27,66,3,3,9,0,7.60%,27.30%,0.153,0.132,0.136,0.203,0.288,0.217,,35,0.2,-5.1,0.3,-0.3
995,2022,Max Schrock,CIN,13,27,0,1,1,0,3.70%,22.20%,0,0.2,0.154,0.185,0.154,0.156,,-11,0.1,-3.4,0.1,-0.3
996,2022,Didi Gregorius,PHI,63,232,1,17,19,1,5.60%,15.50%,0.093,0.246,0.21,0.263,0.304,0.251,,58,2.1,-9.1,-1.1,-0.3
997,2023,Luis Guillorme,NYM,54,120,1,12,9,0,8.30%,23.30%,0.103,0.291,0.224,0.288,0.327,0.269,,70,0.2,-4.3,-2.3,-0.3
998,2023,David Hamilton,BOS,15,39,0,2,0,2,15.40%,25.60%,0.061,0.174,0.121,0.256,0.182,0.216,,25,0,-3.5,-0.4,-0.3
